,gene_name,combined_name_id
AT5G11880,AT5G11880,AT5G11880 (AT5G11880)
AT5G11890,EMB3135,EMB3135 (AT5G11890)
AT5G11900,AT5G11900,AT5G11900 (AT5G11900)
AT5G11910,AT5G11910,AT5G11910 (AT5G11910)
AT5G11930,AT5G11930,AT5G11930 (AT5G11930)
AT5G11950,LOG8,LOG8 (AT5G11950)
AT5G11960,AT5G11960,AT5G11960 (AT5G11960)
AT5G11970,AT5G11970,AT5G11970 (AT5G11970)
AT5G11980,AT5G11980,AT5G11980 (AT5G11980)
AT5G11990,AT5G11990,AT5G11990 (AT5G11990)
AT5G12010,AT5G12010,AT5G12010 (AT5G12010)
AT5G12020,HSP17.6II,HSP17.6II (AT5G12020)
AT5G12030,HSP17.6A,HSP17.6A (AT5G12030)
AT5G12040,AT5G12040,AT5G12040 (AT5G12040)
AT5G12050,AT5G12050,AT5G12050 (AT5G12050)
AT5G12080,MSL10,MSL10 (AT5G12080)
AT5G12100,AT5G12100,AT5G12100 (AT5G12100)
AT5G12110,AT5G12110,AT5G12110 (AT5G12110)
AT5G12120,AT5G12120,AT5G12120 (AT5G12120)
AT5G12130,PDE149,PDE149 (AT5G12130)
AT5G12140,CYS1,CYS1 (AT5G12140)
AT5G12150,AT5G12150,AT5G12150 (AT5G12150)
AT5G12170,CLT3,CLT3 (AT5G12170)
AT5G12190,AT5G12190,AT5G12190 (AT5G12190)
AT5G12200,PYD2,PYD2 (AT5G12200)
AT5G12210,RGTB1,RGTB1 (AT5G12210)
AT5G12220,AT5G12220,AT5G12220 (AT5G12220)
AT5G12230,MED19A,MED19A (AT5G12230)
AT5G12235,CLE22,CLE22 (AT5G12235)
AT5G12240,AT5G12240,AT5G12240 (AT5G12240)
AT5G12250,TUB6,TUB6 (AT5G12250)
AT5G12260,AT5G12260,AT5G12260 (AT5G12260)
AT5G12280,AT5G12280,AT5G12280 (AT5G12280)
AT5G12290,DGS1,DGS1 (AT5G12290)
AT5G12300,AT5G12300,AT5G12300 (AT5G12300)
AT5G12310,AT5G12310,AT5G12310 (AT5G12310)
AT5G12320,AT5G12320,AT5G12320 (AT5G12320)
AT5G12350,AT5G12350,AT5G12350 (AT5G12350)
AT5G12360,AT5G12360,AT5G12360 (AT5G12360)
AT5G12370,SEC10,SEC10 (AT5G12370)
AT5G12390,FIS1B,FIS1B (AT5G12390)
AT5G12400,AT5G12400,AT5G12400 (AT5G12400)
AT5G12410,AT5G12410,AT5G12410 (AT5G12410)
AT5G12420,AT5G12420,AT5G12420 (AT5G12420)
AT5G12430,TPR16,TPR16 (AT5G12430)
AT5G12440,AT5G12440,AT5G12440 (AT5G12440)
AT5G12470,AT5G12470,AT5G12470 (AT5G12470)
AT5G12480,CPK7,CPK7 (AT5G12480)
AT5G12840,NF-YA1,NF-YA1 (AT5G12840)
AT5G12850,AT5G12850,AT5G12850 (AT5G12850)
AT5G12860,DiT1,DiT1 (AT5G12860)
AT5G12870,MYB46,MYB46 (AT5G12870)
AT5G12890,AT5G12890,AT5G12890 (AT5G12890)
AT5G12900,AT5G12900,AT5G12900 (AT5G12900)
AT5G12920,AT5G12920,AT5G12920 (AT5G12920)
AT5G12930,AT5G12930,AT5G12930 (AT5G12930)
AT5G12940,AT5G12940,AT5G12940 (AT5G12940)
AT5G12950,AT5G12950,AT5G12950 (AT5G12950)
AT5G12980,AT5G12980,AT5G12980 (AT5G12980)
AT5G13000,GSL12,GSL12 (AT5G13000)
AT5G13010,EMB3011,EMB3011 (AT5G13010)
AT5G13020,EML3,EML3 (AT5G13020)
AT5G13030,AT5G13030,AT5G13030 (AT5G13030)
AT5G13050,5-FCL,5-FCL (AT5G13050)
AT5G13060,ABAP1,ABAP1 (AT5G13060)
AT5G13070,AT5G13070,AT5G13070 (AT5G13070)
AT5G13090,AT5G13090,AT5G13090 (AT5G13090)
AT5G13100,AT5G13100,AT5G13100 (AT5G13100)
AT5G13110,G6PD2,G6PD2 (AT5G13110)
AT5G13120,Pnsl5,Pnsl5 (AT5G13120)
AT5G13140,AT5G13140,AT5G13140 (AT5G13140)
AT5G13160,PBS1,PBS1 (AT5G13160)
AT5G13170,SAG29,SAG29 (AT5G13170)
AT5G13180,NAC083,NAC083 (AT5G13180)
AT5G13190,GILP,GILP (AT5G13190)
AT5G13200,AT5G13200,AT5G13200 (AT5G13200)
AT5G13210,AT5G13210,AT5G13210 (AT5G13210)
AT5G13220,JAZ10,JAZ10 (AT5G13220)
AT5G13230,AT5G13230,AT5G13230 (AT5G13230)
AT5G13240,AT5G13240,AT5G13240 (AT5G13240)
AT5G13250,AT5G13250,AT5G13250 (AT5G13250)
AT5G13260,AT5G13260,AT5G13260 (AT5G13260)
AT5G13270,RARE1,RARE1 (AT5G13270)
AT5G13280,AK-LYS1,AK-LYS1 (AT5G13280)
AT5G13290,CRN,CRN (AT5G13290)
AT5G13300,SFC,SFC (AT5G13300)
AT5G13310,AT5G13310,AT5G13310 (AT5G13310)
AT5G13320,PBS3,PBS3 (AT5G13320)
AT5G13330,Rap2.6L,Rap2.6L (AT5G13330)
AT5G13340,AT5G13340,AT5G13340 (AT5G13340)
AT5G13360,AT5G13360,AT5G13360 (AT5G13360)
AT5G13370,AT5G13370,AT5G13370 (AT5G13370)
AT5G13390,NEF1,NEF1 (AT5G13390)
AT5G13400,AT5G13400,AT5G13400 (AT5G13400)
AT5G13410,AT5G13410,AT5G13410 (AT5G13410)
AT5G13420,TRA2,TRA2 (AT5G13420)
AT5G13430,AT5G13430,AT5G13430 (AT5G13430)
AT5G13440,AT5G13440,AT5G13440 (AT5G13440)
AT5G13450,ATP5,ATP5 (AT5G13450)
AT5G13460,IQD11,IQD11 (AT5G13460)
AT5G13470,AT5G13470,AT5G13470 (AT5G13470)
AT5G13480,FY,FY (AT5G13480)
AT5G13490,AAC2,AAC2 (AT5G13490)
AT5G13500,AT5G13500,AT5G13500 (AT5G13500)
AT5G13510,EMB3136,EMB3136 (AT5G13510)
AT5G13520,AT5G13520,AT5G13520 (AT5G13520)
AT5G13530,KEG,KEG (AT5G13530)
AT5G13550,SULTR4;1,SULTR4;1 (AT5G13550)
AT5G13560,AT5G13560,AT5G13560 (AT5G13560)
AT5G13570,DCP2,DCP2 (AT5G13570)
AT5G13590,AT5G13590,AT5G13590 (AT5G13590)
AT5G13610,AT5G13610,AT5G13610 (AT5G13610)
AT5G13630,GUN5,GUN5 (AT5G13630)
AT5G13640,PDAT,PDAT (AT5G13640)
AT5G13650,SVR3,SVR3 (AT5G13650)
AT5G13660,AT5G13660,AT5G13660 (AT5G13660)
AT5G13680,ABO1,ABO1 (AT5G13680)
AT5G13690,CYL1,CYL1 (AT5G13690)
AT5G13700,PAO1,PAO1 (AT5G13700)
AT5G13710,SMT1,SMT1 (AT5G13710)
AT5G13720,AT5G13720,AT5G13720 (AT5G13720)
AT5G13730,SIG4,SIG4 (AT5G13730)
AT5G13740,ZIF1,ZIF1 (AT5G13740)
AT5G13750,ZIFL1,ZIFL1 (AT5G13750)
AT5G13760,AT5G13760,AT5G13760 (AT5G13760)
AT5G13770,AT5G13770,AT5G13770 (AT5G13770)
AT5G13780,AT5G13780,AT5G13780 (AT5G13780)
AT5G13790,AGL15,AGL15 (AT5G13790)
AT5G13800,PPH,PPH (AT5G13800)
AT5G13810,AT5G13810,AT5G13810 (AT5G13810)
AT5G13820,TBP1,TBP1 (AT5G13820)
AT5G13830,AT5G13830,AT5G13830 (AT5G13830)
AT5G13840,FZR3,FZR3 (AT5G13840)
AT5G13850,NACA3,NACA3 (AT5G13850)
AT5G13860,ELC-Like,ELC-Like (AT5G13860)
AT5G13870,XTH5,XTH5 (AT5G13870)
AT5G13880,AT5G13880,AT5G13880 (AT5G13880)
AT5G13890,AT5G13890,AT5G13890 (AT5G13890)
AT5G13920,AT5G13920,AT5G13920 (AT5G13920)
AT5G13930,TT4,TT4 (AT5G13930)
AT5G13950,AT5G13950,AT5G13950 (AT5G13950)
AT5G13960,SUVH4,SUVH4 (AT5G13960)
AT5G13970,AT5G13970,AT5G13970 (AT5G13970)
AT5G13980,AT5G13980,AT5G13980 (AT5G13980)
AT5G14030,AT5G14030,AT5G14030 (AT5G14030)
AT5G14040,PHT3;1,PHT3;1 (AT5G14040)
AT5G14050,AT5G14050,AT5G14050 (AT5G14050)
AT5G14060,CARAB-AK-LYS,CARAB-AK-LYS (AT5G14060)
AT5G14070,ROXY2,ROXY2 (AT5G14070)
AT5G14080,AT5G14080,AT5G14080 (AT5G14080)
AT5G14090,AT5G14090,AT5G14090 (AT5G14090)
AT5G14100,ABCI11,ABCI11 (AT5G14100)
AT5G14105,AT5G14105,AT5G14105 (AT5G14105)
AT5G14110,AT5G14110,AT5G14110 (AT5G14110)
AT5G14120,AT5G14120,AT5G14120 (AT5G14120)
AT5G14140,AT5G14140,AT5G14140 (AT5G14140)
AT5G14170,CHC1,CHC1 (AT5G14170)
AT5G14180,MPL1,MPL1 (AT5G14180)
AT5G14200,IMD1,IMD1 (AT5G14200)
AT5G14210,AT5G14210,AT5G14210 (AT5G14210)
AT5G14220,HEMG2,HEMG2 (AT5G14220)
AT5G14240,AT5G14240,AT5G14240 (AT5G14240)
AT5G14250,COP13,COP13 (AT5G14250)
AT5G14260,AT5G14260,AT5G14260 (AT5G14260)
AT5G14270,BET9,BET9 (AT5G14270)
AT5G14280,AT5G14280,AT5G14280 (AT5G14280)
AT5G14310,CXE16,CXE16 (AT5G14310)
AT5G14320,EMB3137,EMB3137 (AT5G14320)
AT5G14330,AT5G14330,AT5G14330 (AT5G14330)
AT5G14350,AT5G14350,AT5G14350 (AT5G14350)
AT5G14360,AT5G14360,AT5G14360 (AT5G14360)
AT5G14370,AT5G14370,AT5G14370 (AT5G14370)
AT5G14390,AT5G14390,AT5G14390 (AT5G14390)
AT5G14410,AT5G14410,AT5G14410 (AT5G14410)
AT5G14420,RGLG2,RGLG2 (AT5G14420)
AT5G14430,AT5G14430,AT5G14430 (AT5G14430)
AT5G14440,AT5G14440,AT5G14440 (AT5G14440)
AT5G14450,AT5G14450,AT5G14450 (AT5G14450)
AT5G14460,AT5G14460,AT5G14460 (AT5G14460)
AT5G14470,AT5G14470,AT5G14470 (AT5G14470)
AT5G14480,AT5G14480,AT5G14480 (AT5G14480)
AT5G14500,AT5G14500,AT5G14500 (AT5G14500)
AT5G14510,AT5G14510,AT5G14510 (AT5G14510)
AT5G14520,AT5G14520,AT5G14520 (AT5G14520)
AT5G14530,AT5G14530,AT5G14530 (AT5G14530)
AT5G14540,AT5G14540,AT5G14540 (AT5G14540)
AT5G14550,AT5G14550,AT5G14550 (AT5G14550)
AT5G14570,NRT2.7,NRT2.7 (AT5G14570)
AT5G14580,AT5G14580,AT5G14580 (AT5G14580)
AT5G14590,AT5G14590,AT5G14590 (AT5G14590)
AT5G14600,AT5G14600,AT5G14600 (AT5G14600)
AT5G14610,AT5G14610,AT5G14610 (AT5G14610)
AT5G14620,DRM2,DRM2 (AT5G14620)
AT5G14640,SK13,SK13 (AT5G14640)
AT5G14660,PDF1B,PDF1B (AT5G14660)
AT5G14680,AT5G14680,AT5G14680 (AT5G14680)
AT5G14700,AT5G14700,AT5G14700 (AT5G14700)
AT5G14710,AT5G14710,AT5G14710 (AT5G14710)
AT5G14720,AT5G14720,AT5G14720 (AT5G14720)
AT5G14730,AT5G14730,AT5G14730 (AT5G14730)
AT5G14740,CA2,CA2 (AT5G14740)
AT5G14760,AO,AO (AT5G14760)
AT5G14770,AT5G14770,AT5G14770 (AT5G14770)
AT5G14780,FDH,FDH (AT5G14780)
AT5G14790,AT5G14790,AT5G14790 (AT5G14790)
AT5G14800,P5CR,P5CR (AT5G14800)
AT5G14820,AT5G14820,AT5G14820 (AT5G14820)
AT5G14840,AT5G14840,AT5G14840
AT5G14850,AT5G14850,AT5G14850 (AT5G14850)
AT5G14870,CNGC18,CNGC18 (AT5G14870)
AT5G14880,AT5G14880,AT5G14880 (AT5G14880)
AT5G14890,AT5G14890,AT5G14890 (AT5G14890)
AT5G14910,AT5G14910,AT5G14910 (AT5G14910)
AT5G14920,AT5G14920,AT5G14920 (AT5G14920)
AT5G14930,SAG101,SAG101 (AT5G14930)
AT5G14940,AT5G14940,AT5G14940 (AT5G14940)
AT5G14950,GMII,GMII (AT5G14950)
AT5G14960,DEL2,DEL2 (AT5G14960)
AT5G14970,AT5G14970,AT5G14970 (AT5G14970)
AT5G15010,AT5G15010,AT5G15010 (AT5G15010)
AT5G15020,SNL2,SNL2 (AT5G15020)
AT5G15022,AT5G15022,AT5G15022 (AT5G15022)
AT5G15030,AT5G15030,AT5G15030 (AT5G15030)
AT5G15050,AT5G15050,AT5G15050 (AT5G15050)
AT5G15070,AT5G15070,AT5G15070 (AT5G15070)
AT5G15080,AT5G15080,AT5G15080 (AT5G15080)
AT5G15090,VDAC3,VDAC3 (AT5G15090)
AT5G15150,HB-3,HB-3 (AT5G15150)
AT5G15160,BNQ2,BNQ2 (AT5G15160)
AT5G15170,TDP1,TDP1 (AT5G15170)
AT5G15180,AT5G15180,AT5G15180 (AT5G15180)
AT5G15190,AT5G15190,AT5G15190 (AT5G15190)
AT5G15200,AT5G15200,AT5G15200 (AT5G15200)
AT5G15210,HB30,HB30 (AT5G15210)
AT5G15220,AT5G15220,AT5G15220 (AT5G15220)
AT5G15230,GASA4,GASA4 (AT5G15230)
AT5G15240,AT5G15240,AT5G15240 (AT5G15240)
AT5G15254,AT5G15254,AT5G15254
AT5G15260,AT5G15260,AT5G15260 (AT5G15260)
AT5G15265,AT5G15265,AT5G15265 (AT5G15265)
AT5G15270,AT5G15270,AT5G15270 (AT5G15270)
AT5G15280,AT5G15280,AT5G15280 (AT5G15280)
AT5G15300,AT5G15300,AT5G15300 (AT5G15300)
AT5G15310,MYB16,MYB16 (AT5G15310)
AT5G15320,AT5G15320,AT5G15320 (AT5G15320)
AT5G15330,SPX4,SPX4 (AT5G15330)
AT5G15340,AT5G15340,AT5G15340 (AT5G15340)
AT5G15350,ENODL17,ENODL17 (AT5G15350)
AT5G15360,AT5G15360,AT5G15360 (AT5G15360)
AT5G15390,AT5G15390,AT5G15390 (AT5G15390)
AT5G15400,AT5G15400,AT5G15400 (AT5G15400)
AT5G15410,DND1,DND1 (AT5G15410)
AT5G15420,AT5G15420,AT5G15420 (AT5G15420)
AT5G15430,AT5G15430,AT5G15430 (AT5G15430)
AT5G15440,EDL1,EDL1 (AT5G15440)
AT5G15450,CLPB3,CLPB3 (AT5G15450)
AT5G15460,MUB2,MUB2 (AT5G15460)
AT5G15470,GAUT14,GAUT14 (AT5G15470)
AT5G15490,UGD3,UGD3 (AT5G15490)
AT5G15500,AT5G15500,AT5G15500 (AT5G15500)
AT5G15510,AT5G15510,AT5G15510 (AT5G15510)
AT5G15520,AT5G15520,AT5G15520 (AT5G15520)
AT5G15530,BCCP2,BCCP2 (AT5G15530)
AT5G15540,EMB2773,EMB2773 (AT5G15540)
AT5G15550,AT5G15550,AT5G15550 (AT5G15550)
AT5G15570,AT5G15570,AT5G15570 (AT5G15570)
AT5G15580,LNG1,LNG1 (AT5G15580)
AT5G15581,AT5G15581,AT5G15581 (AT5G15581)
AT5G15600,SP1L4,SP1L4 (AT5G15600)
AT5G15610,AT5G15610,AT5G15610 (AT5G15610)
AT5G15630,IRX6,IRX6 (AT5G15630)
AT5G15640,AT5G15640,AT5G15640 (AT5G15640)
AT5G15650,RGP2,RGP2 (AT5G15650)
AT5G15680,AT5G15680,AT5G15680 (AT5G15680)
AT5G15700,AT5G15700,AT5G15700 (AT5G15700)
AT5G15710,AT5G15710,AT5G15710 (AT5G15710)
AT5G15730,CRLK2,CRLK2 (AT5G15730)
AT5G15740,AT5G15740,AT5G15740 (AT5G15740)
AT5G15750,AT5G15750,AT5G15750 (AT5G15750)
AT5G15760,PSRP3/2,PSRP3/2 (AT5G15760)
AT5G15770,GNA1,GNA1 (AT5G15770)
AT5G15780,AT5G15780,AT5G15780 (AT5G15780)
AT5G15790,AT5G15790,AT5G15790 (AT5G15790)
AT5G15800,SEP1,SEP1 (AT5G15800)
AT5G15802,AT5G15802,AT5G15802 (AT5G15802)
AT5G15810,AT5G15810,AT5G15810 (AT5G15810)
AT5G15820,AT5G15820,AT5G15820 (AT5G15820)
AT5G15830,bZIP3,bZIP3 (AT5G15830)
AT5G15840,CO,CO (AT5G15840)
AT5G15845,AT5G15845,AT5G15845 (AT5G15845)
AT5G15850,COL1,COL1 (AT5G15850)
AT5G15853,AT5G15853,AT5G15853 (AT5G15853)
AT5G15860,PCME,PCME (AT5G15860)
AT5G15870,AT5G15870,AT5G15870 (AT5G15870)
AT5G15880,AT5G15880,AT5G15880 (AT5G15880)
AT5G15900,TBL19,TBL19 (AT5G15900)
AT5G15910,AT5G15910,AT5G15910 (AT5G15910)
AT5G15920,SMC5,SMC5 (AT5G15920)
AT5G15930,PAM1,PAM1 (AT5G15930)
AT5G15948,AT5G15948,AT5G15948
AT5G15950,AT5G15950,AT5G15950 (AT5G15950)
AT5G15960,KIN1,KIN1 (AT5G15960)
AT5G15970,KIN2,KIN2 (AT5G15970)
AT5G15980,AT5G15980,AT5G15980 (AT5G15980)
AT5G16000,NIK1,NIK1 (AT5G16000)
AT5G16010,AT5G16010,AT5G16010 (AT5G16010)
AT5G16023,RTFL18,RTFL18 (AT5G16023)
AT5G16030,AT5G16030,AT5G16030 (AT5G16030)
AT5G16040,AT5G16040,AT5G16040 (AT5G16040)
AT5G16050,GRF5,GRF5 (AT5G16050)
AT5G16060,AT5G16060,AT5G16060 (AT5G16060)
AT5G16070,AT5G16070,AT5G16070 (AT5G16070)
AT5G16080,CXE17,CXE17 (AT5G16080)
AT5G16110,AT5G16110,AT5G16110 (AT5G16110)
AT5G16120,AT5G16120,AT5G16120 (AT5G16120)
AT5G16130,AT5G16130,AT5G16130 (AT5G16130)
AT5G16140,AT5G16140,AT5G16140 (AT5G16140)
AT5G16150,PGLCT,PGLCT (AT5G16150)
AT5G16160,AT5G16160,AT5G16160 (AT5G16160)
AT5G16170,AT5G16170,AT5G16170 (AT5G16170)
AT5G16180,CRS1,CRS1 (AT5G16180)
AT5G16190,CSLA11,CSLA11 (AT5G16190)
AT5G16200,AT5G16200,AT5G16200 (AT5G16200)
AT5G16210,AT5G16210,AT5G16210 (AT5G16210)
AT5G16220,AT5G16220,AT5G16220 (AT5G16220)
AT5G16230,AT5G16230,AT5G16230 (AT5G16230)
AT5G16240,AT5G16240,AT5G16240 (AT5G16240)
AT5G16250,AT5G16250,AT5G16250 (AT5G16250)
AT5G16260,ELF9,ELF9 (AT5G16260)
AT5G16270,SYN4,SYN4 (AT5G16270)
AT5G16280,AT5G16280,AT5G16280 (AT5G16280)
AT5G16290,VAT1,VAT1 (AT5G16290)
AT5G16300,AT5G16300,AT5G16300 (AT5G16300)
AT5G16310,UCH1,UCH1 (AT5G16310)
AT5G16320,FRL1,FRL1 (AT5G16320)
AT5G16340,AT5G16340,AT5G16340 (AT5G16340)
AT5G16350,AT5G16350,AT5G16350 (AT5G16350)
AT5G16360,AT5G16360,AT5G16360 (AT5G16360)
AT5G16370,AAE5,AAE5 (AT5G16370)
AT5G16380,AT5G16380,AT5G16380 (AT5G16380)
AT5G16390,CAC1,CAC1 (AT5G16390)
AT5G16400,TRXF2,TRXF2 (AT5G16400)
AT5G16420,AT5G16420,AT5G16420 (AT5G16420)
AT5G16440,IPP1,IPP1 (AT5G16440)
AT5G16450,AT5G16450,AT5G16450 (AT5G16450)
AT5G16470,AT5G16470,AT5G16470 (AT5G16470)
AT5G16480,PFA-DSP5,PFA-DSP5 (AT5G16480)
AT5G16490,RIC4,RIC4 (AT5G16490)
AT5G16505,AT5G16505,AT5G16505
AT5G16510,RGP5,RGP5 (AT5G16510)
AT5G16520,AT5G16520,AT5G16520 (AT5G16520)
AT5G16530,PIN5,PIN5 (AT5G16530)
AT5G16540,ZFN3,ZFN3 (AT5G16540)
AT5G16550,AT5G16550,AT5G16550 (AT5G16550)
AT5G16560,KAN,KAN (AT5G16560)
AT5G16570,GLN1;4,GLN1;4 (AT5G16570)
AT5G16590,AT5G16590,AT5G16590 (AT5G16590)
AT5G16600,MYB43,MYB43 (AT5G16600)
AT5G16610,AT5G16610,AT5G16610 (AT5G16610)
AT5G16620,TIC40,TIC40 (AT5G16620)
AT5G16630,RAD4,RAD4 (AT5G16630)
AT5G16640,AT5G16640,AT5G16640 (AT5G16640)
AT5G16650,AT5G16650,AT5G16650 (AT5G16650)
AT5G16660,AT5G16660,AT5G16660 (AT5G16660)
AT5G16680,AT5G16680,AT5G16680 (AT5G16680)
AT5G16690,ORC3,ORC3 (AT5G16690)
AT5G16710,DHAR3,DHAR3 (AT5G16710)
AT5G16715,EMB2247,EMB2247 (AT5G16715)
AT5G16720,AT5G16720,AT5G16720 (AT5G16720)
AT5G16730,AT5G16730,AT5G16730 (AT5G16730)
AT5G16750,TOZ,TOZ (AT5G16750)
AT5G16760,ITPK1,ITPK1 (AT5G16760)
AT5G16780,DOT2,DOT2 (AT5G16780)
AT5G16790,THO7,THO7 (AT5G16790)
AT5G16800,AT5G16800,AT5G16800 (AT5G16800)
AT5G16810,AT5G16810,AT5G16810 (AT5G16810)
AT5G16820,HSF3,HSF3 (AT5G16820)
AT5G16830,SYP21,SYP21 (AT5G16830)
AT5G16840,BPA1,BPA1 (AT5G16840)
AT5G16870,AT5G16870,AT5G16870 (AT5G16870)
AT5G16880,AT5G16880,AT5G16880 (AT5G16880)
AT5G16890,AT5G16890,AT5G16890 (AT5G16890)
AT5G16910,CSLD2,CSLD2 (AT5G16910)
AT5G16930,AT5G16930,AT5G16930 (AT5G16930)
AT5G16940,AT5G16940,AT5G16940 (AT5G16940)
AT5G16950,AT5G16950,AT5G16950 (AT5G16950)
AT5G16960,AT5G16960,AT5G16960 (AT5G16960)
AT5G16970,AER,AER (AT5G16970)
AT5G16990,AT5G16990,AT5G16990 (AT5G16990)
AT5G17000,AT5G17000,AT5G17000 (AT5G17000)
AT5G17010,AT5G17010,AT5G17010 (AT5G17010)
AT5G17020,XPO1A,XPO1A (AT5G17020)
AT5G17050,UGT78D2,UGT78D2 (AT5G17050)
AT5G17060,ARFB1B,ARFB1B (AT5G17060)
AT5G17070,AT5G17070,AT5G17070 (AT5G17070)
AT5G17100,AT5G17100,AT5G17100 (AT5G17100)
AT5G17110,AT5G17110,AT5G17110 (AT5G17110)
AT5G17150,AT5G17150,AT5G17150 (AT5G17150)
AT5G17160,AT5G17160,AT5G17160 (AT5G17160)
AT5G17165,AT5G17165,AT5G17165 (AT5G17165)
AT5G17170,ENH1,ENH1 (AT5G17170)
AT5G17190,AT5G17190,AT5G17190 (AT5G17190)
AT5G17210,AT5G17210,AT5G17210 (AT5G17210)
AT5G17220,GSTF12,GSTF12 (AT5G17220)
AT5G17230,PSY,PSY (AT5G17230)
AT5G17240,SDG40,SDG40 (AT5G17240)
AT5G17250,AT5G17250,AT5G17250 (AT5G17250)
AT5G17260,NAC086,NAC086 (AT5G17260)
AT5G17270,AT5G17270,AT5G17270 (AT5G17270)
AT5G17280,AT5G17280,AT5G17280 (AT5G17280)
AT5G17290,APG5,APG5 (AT5G17290)
AT5G17300,RVE1,RVE1 (AT5G17300)
AT5G17310,UGP2,UGP2 (AT5G17310)
AT5G17350,AT5G17350,AT5G17350 (AT5G17350)
AT5G17360,AT5G17360,AT5G17360 (AT5G17360)
AT5G17370,AT5G17370,AT5G17370 (AT5G17370)
AT5G17380,AT5G17380,AT5G17380 (AT5G17380)
AT5G17390,AT5G17390,AT5G17390 (AT5G17390)
AT5G17400,ER-ANT1,ER-ANT1 (AT5G17400)
AT5G17410,AT5G17410,AT5G17410 (AT5G17410)
AT5G17420,IRX3,IRX3 (AT5G17420)
AT5G17440,AT5G17440,AT5G17440 (AT5G17440)
AT5G17450,HIPP21,HIPP21 (AT5G17450)
AT5G17460,AT5G17460,AT5G17460 (AT5G17460)
AT5G17490,RGL3,RGL3 (AT5G17490)
AT5G17510,AT5G17510,AT5G17510 (AT5G17510)
AT5G17520,RCP1,RCP1 (AT5G17520)
AT5G17530,AT5G17530,AT5G17530 (AT5G17530)
AT5G17550,PEX19-2,PEX19-2 (AT5G17550)
AT5G17560,AT5G17560,AT5G17560 (AT5G17560)
AT5G17570,AT5G17570,AT5G17570 (AT5G17570)
AT5G17580,AT5G17580,AT5G17580 (AT5G17580)
AT5G17600,AT5G17600,AT5G17600 (AT5G17600)
AT5G17610,AT5G17610,AT5G17610 (AT5G17610)
AT5G17620,AUG7,AUG7 (AT5G17620)
AT5G17630,AT5G17630,AT5G17630 (AT5G17630)
AT5G17640,ASG1,ASG1 (AT5G17640)
AT5G17650,AT5G17650,AT5G17650 (AT5G17650)
AT5G17660,AT5G17660,AT5G17660 (AT5G17660)
AT5G17670,AT5G17670,AT5G17670 (AT5G17670)
AT5G17690,TFL2,TFL2 (AT5G17690)
AT5G17700,AT5G17700,AT5G17700 (AT5G17700)
AT5G17710,EMB1241,EMB1241 (AT5G17710)
AT5G17760,AT5G17760,AT5G17760 (AT5G17760)
AT5G17770,CBR,CBR (AT5G17770)
AT5G17780,AT5G17780,AT5G17780 (AT5G17780)
AT5G17790,VAR3,VAR3 (AT5G17790)
AT5G17840,AT5G17840,AT5G17840 (AT5G17840)
AT5G17850,AT5G17850,AT5G17850 (AT5G17850)
AT5G17860,CAX7,CAX7 (AT5G17860)
AT5G17870,PSRP6,PSRP6 (AT5G17870)
AT5G17900,AT5G17900,AT5G17900 (AT5G17900)
AT5G17910,AT5G17910,AT5G17910 (AT5G17910)
AT5G17920,ATMS1,ATMS1 (AT5G17920)
AT5G17930,AT5G17930,AT5G17930 (AT5G17930)
AT5G17980,AT5G17980,AT5G17980 (AT5G17980)
AT5G17990,TRP1,TRP1 (AT5G17990)
AT5G18010,SAUR19,SAUR19 (AT5G18010)
AT5G18020,SAUR20,SAUR20 (AT5G18020)
AT5G18030,AT5G18030,AT5G18030 (AT5G18030)
AT5G18040,AT5G18040,AT5G18040 (AT5G18040)
AT5G18050,SAUR22,SAUR22 (AT5G18050)
AT5G18060,SAUR23,SAUR23 (AT5G18060)
AT5G18065,AT5G18065,AT5G18065 (AT5G18065)
AT5G18070,DRT101,DRT101 (AT5G18070)
AT5G18080,SAUR24,SAUR24 (AT5G18080)
AT5G18100,CSD3,CSD3 (AT5G18100)
AT5G18110,NCBP,NCBP (AT5G18110)
AT5G18120,APRL7,APRL7 (AT5G18120)
AT5G18130,AT5G18130,AT5G18130 (AT5G18130)
AT5G18140,AT5G18140,AT5G18140 (AT5G18140)
AT5G18150,AT5G18150,AT5G18150 (AT5G18150)
AT5G18170,GDH1,GDH1 (AT5G18170)
AT5G18180,AT5G18180,AT5G18180 (AT5G18180)
AT5G18190,AT5G18190,AT5G18190 (AT5G18190)
AT5G18200,AT5G18200,AT5G18200 (AT5G18200)
AT5G18210,AT5G18210,AT5G18210 (AT5G18210)
AT5G18230,AT5G18230,AT5G18230 (AT5G18230)
AT5G18240,MYR1,MYR1 (AT5G18240)
AT5G18245,AT5G18245,AT5G18245 (AT5G18245)
AT5G18250,AT5G18250,AT5G18250 (AT5G18250)
AT5G18255,AT5G18255,AT5G18255 (AT5G18255)
AT5G18260,AT5G18260,AT5G18260 (AT5G18260)
AT5G18270,ANAC087,ANAC087 (AT5G18270)
AT5G18280,APY2,APY2 (AT5G18280)
AT5G18290,SIP1;2,SIP1;2 (AT5G18290)
AT5G18300,NAC088,NAC088 (AT5G18300)
AT5G18310,AT5G18310,AT5G18310 (AT5G18310)
AT5G18340,AT5G18340,AT5G18340 (AT5G18340)
AT5G18360,AT5G18360,AT5G18360 (AT5G18360)
AT5G18362,AT5G18362,AT5G18362
